step;plan_fact;plan_prj;plan_delta;vozv_fact;vozv_prj;prof_fact;prof_prj;prof_delta;ubound_plan;lbound_plan;ubound_prof;lbound_prof
1007;-108.929;-134.613;35.335;-12.12;15.0;-4.556;0.778;59.352;50.0;-50.0;70.0;10.0
1008;-108.929;-134.613;35.337;-12.536;15.0;-4.268;0.778;59.315;50.0;-50.0;70.0;10.0
1009;-108.929;-134.613;35.339;-13.16;15.0;-4.268;0.778;59.273;50.0;-50.0;70.0;10.0
1010;-108.48;-134.613;35.34;-13.16;15.0;-3.979;0.778;59.229;50.0;-50.0;70.0;10.0
1011;-108.255;-134.613;35.341;-13.992;15.0;-3.749;0.778;59.18;50.0;-50.0;70.0;10.0
1012;-108.255;-134.613;35.341;-14.616;15.0;-3.633;0.778;59.129;50.0;-50.0;70.0;10.0
1013;-108.255;-134.613;35.341;-14.824;15.0;-3.518;0.778;59.073;50.0;-50.0;70.0;10.0
1014;-107.807;-134.613;35.34;-15.032;15.0;-3.345;0.778;59.014;50.0;-50.0;70.0;10.0
1015;-107.582;-134.613;35.339;-15.24;15.0;-2.999;0.778;58.951;50.0;-50.0;70.0;10.0
1016;-108.48;-134.613;35.336;-15.24;15.0;-3.518;0.778;58.885;50.0;-50.0;70.0;10.0
1017;-108.48;-134.613;35.333;-15.24;15.0;-3.345;0.778;58.814;50.0;-50.0;70.0;10.0
1018;-108.48;-134.613;35.329;-15.448;15.0;-3.806;0.778;58.74;50.0;-50.0;70.0;10.0
1019;-108.704;-134.613;35.324;-15.656;15.0;-3.979;0.778;58.662;50.0;-50.0;70.0;10.0
1020;-108.704;-134.613;35.318;-15.656;15.0;-3.749;0.778;58.579;50.0;-50.0;70.0;10.0
1021;-108.48;-134.613;35.311;-16.696;15.0;-4.383;0.778;58.493;50.0;-50.0;70.0;10.0
1022;-108.929;-134.613;35.303;-16.904;15.0;-4.21;0.778;58.402;50.0;-50.0;70.0;10.0
1023;-108.704;-134.613;35.293;-16.696;15.0;-4.037;0.778;58.308;50.0;-50.0;70.0;10.0
1024;-108.48;-134.613;35.283;-16.904;15.0;-4.268;0.778;58.208;50.0;-50.0;70.0;10.0
1025;-108.704;-134.613;35.27;-18.569;15.0;-4.441;0.778;58.105;50.0;-50.0;70.0;10.0
1026;-108.48;-134.613;35.257;-18.569;15.0;-4.383;0.778;57.998;50.0;-50.0;70.0;10.0
1027;-108.48;-134.613;35.242;-17.841;15.0;-4.441;0.778;57.885;50.0;-50.0;70.0;10.0
1028;-108.48;-134.613;35.225;-17.112;15.0;-4.498;0.823;57.769;50.0;-50.0;70.0;10.0
1029;-108.255;-134.613;35.207;-16.28;15.0;-4.902;0.87;57.648;50.0;-50.0;70.0;10.0
1030;-108.255;-134.613;35.187;-16.488;15.0;-4.96;0.916;57.522;50.0;-50.0;70.0;10.0
1031;-108.255;-134.613;35.166;-16.904;15.0;-5.19;0.963;57.393;50.0;-50.0;70.0;10.0
1032;-108.031;-134.613;35.143;-16.696;15.0;-5.306;1.009;57.258;50.0;-50.0;70.0;10.0
1033;-107.807;-134.613;35.12;-16.696;15.0;-5.19;1.055;57.12;50.0;-50.0;70.0;10.0
1034;-107.582;-134.613;35.095;-15.864;15.0;-5.421;1.102;56.977;50.0;-50.0;70.0;10.0
1035;-107.582;-134.613;35.069;-16.488;15.0;-5.536;1.148;56.829;50.0;-50.0;70.0;10.0
1036;-107.582;-134.613;35.041;-16.696;15.0;-5.594;1.195;56.678;50.0;-50.0;70.0;10.0
1037;-107.358;-134.613;35.013;-16.28;15.0;-5.652;1.241;56.522;50.0;-50.0;70.0;10.0
1038;-106.909;-134.613;34.984;-15.864;15.0;-5.248;1.287;56.362;50.0;-50.0;70.0;10.0
1039;-106.909;-134.613;34.954;-15.656;15.0;-5.248;1.334;56.198;50.0;-50.0;70.0;10.0
1040;-106.46;-134.613;34.923;-16.072;15.0;-5.19;1.38;56.029;50.0;-50.0;70.0;10.0
1041;-105.338;-134.613;34.891;-15.448;15.0;-4.441;1.427;55.857;50.0;-50.0;70.0;10.0
1042;-104.665;-134.613;34.859;-13.576;15.0;-4.441;1.473;55.68;50.0;-50.0;70.0;10.0
1043;-104.44;-134.613;34.825;-15.032;15.0;-4.152;1.519;55.499;50.0;-50.0;70.0;10.0
1044;-104.104;-134.613;34.792;-15.552;15.0;-3.922;1.566;55.314;50.0;-50.0;70.0;10.0
1045;-103.767;-134.613;34.757;-16.072;15.0;-3.691;1.612;55.125;50.0;-50.0;70.0;10.0
1046;-102.645;-134.613;34.723;-17.112;15.0;-3.345;1.659;54.932;50.0;-50.0;70.0;10.0
1047;-102.421;-134.613;34.687;-16.072;15.0;-3.23;1.705;54.734;50.0;-50.0;70.0;10.0
1048;-101.747;-134.613;34.652;-14.824;15.0;-2.768;1.752;54.533;50.0;-50.0;70.0;10.0
1049;-101.523;-134.613;34.616;-14.2;15.0;-2.537;1.798;54.328;50.0;-50.0;70.0;10.0
1050;-101.523;-134.613;34.58;-14.2;15.0;-2.018;1.844;54.119;50.0;-50.0;70.0;10.0
1051;-101.299;-134.613;34.544;-14.408;15.0;-1.499;1.891;53.906;50.0;-50.0;70.0;10.0
1052;-101.523;-134.613;34.508;-13.992;15.0;-1.211;1.937;53.689;50.0;-50.0;70.0;10.0
1053;-101.523;-134.613;34.471;-11.287;15.0;-0.807;1.984;53.468;50.0;-50.0;70.0;10.0
1054;-101.523;-134.613;34.435;-12.744;15.0;-0.346;2.03;53.243;50.0;-50.0;70.0;10.0
1055;-101.523;-134.613;34.399;-15.24;15.0;0.058;2.076;53.014;50.0;-50.0;70.0;10.0
1056;-101.972;-134.613;34.363;-16.904;15.0;0.231;2.123;52.782;50.0;-50.0;70.0;10.0
1057;-102.421;-134.613;34.327;-15.656;15.0;0.923;2.169;52.545;50.0;-50.0;70.0;10.0
1058;-102.196;-134.613;34.291;-13.368;15.0;1.326;2.216;52.305;50.0;-50.0;70.0;10.0
1059;-102.196;-134.613;34.256;-12.328;15.0;2.018;2.262;52.061;50.0;-50.0;70.0;10.0
1060;-102.421;-134.613;34.221;-13.16;15.0;2.884;2.308;51.814;50.0;-50.0;70.0;10.0
1061;-102.869;-134.613;34.187;-13.784;15.0;3.403;2.355;51.563;50.0;-50.0;70.0;10.0
1062;-103.094;-134.613;34.153;-12.536;15.0;3.749;2.401;51.308;50.0;-50.0;70.0;10.0
1063;-103.543;-134.613;34.119;-11.495;15.0;3.922;2.448;51.049;50.0;-50.0;70.0;10.0
1064;-103.767;-134.613;34.087;-12.328;15.0;4.095;2.494;50.787;50.0;-50.0;70.0;10.0
1065;-104.665;-134.613;34.055;-13.368;15.0;4.095;2.541;50.521;50.0;-50.0;70.0;10.0
1066;-104.889;-134.613;34.023;-12.328;15.0;3.979;2.587;50.252;50.0;-50.0;70.0;10.0
1067;-105.338;-134.613;33.993;-10.247;15.0;3.806;2.633;49.979;50.0;-50.0;70.0;10.0
1068;-106.011;-134.613;33.963;-10.455;15.0;3.806;2.68;49.702;50.0;-50.0;70.0;10.0
1069;-106.685;-134.613;33.935;-12.328;15.0;3.633;2.726;49.422;50.0;-50.0;70.0;10.0
1070;-106.236;-134.613;33.907;-13.576;15.0;3.345;2.773;49.139;50.0;-50.0;70.0;10.0
1071;-104.889;-134.613;33.881;-12.328;15.0;2.941;2.819;48.851;50.0;-50.0;70.0;10.0
1072;-105.338;-134.613;33.855;-11.911;15.0;2.422;2.865;48.561;50.0;-50.0;70.0;10.0
1073;-104.889;-134.613;33.831;-12.744;15.0;2.249;2.912;48.267;50.0;-50.0;70.0;10.0
1074;-104.665;-134.613;33.808;-14.616;15.0;1.961;2.958;47.97;50.0;-50.0;70.0;10.0
1075;-104.665;-134.613;33.787;-15.032;15.0;2.134;3.005;47.669;50.0;-50.0;70.0;10.0
1076;-104.665;-134.613;33.767;-13.576;15.0;2.422;3.051;47.365;50.0;-50.0;70.0;10.0
1077;-104.44;-134.613;33.748;-11.287;15.0;2.826;3.097;47.058;50.0;-50.0;70.0;10.0
1078;-104.44;-134.613;33.731;-12.536;15.0;3.576;3.144;46.747;50.0;-50.0;70.0;10.0
1079;-104.44;-134.613;33.715;-13.784;15.0;3.922;3.19;46.433;50.0;-50.0;70.0;10.0
1080;-104.216;-134.613;33.701;-13.16;15.0;3.979;3.237;46.116;50.0;-50.0;70.0;10.0
1081;-104.216;-134.613;33.689;-11.703;15.0;4.268;3.283;45.795;50.0;-50.0;70.0;10.0
1082;-104.216;-134.613;33.678;-11.703;15.0;4.383;3.287;45.472;50.0;-50.0;70.0;10.0
1083;-104.44;-134.613;33.669;-12.536;15.0;4.441;3.287;45.145;50.0;-50.0;70.0;10.0
1084;-104.44;-134.613;33.662;-12.328;15.0;4.268;3.287;44.815;50.0;-50.0;70.0;10.0
1085;-104.665;-134.613;33.657;-11.703;15.0;4.095;3.287;44.483;50.0;-50.0;70.0;10.0
1086;-105.114;-134.613;33.653;-10.455;15.0;3.806;3.287;44.148;50.0;-50.0;70.0;10.0
1087;-105.114;-134.613;33.651;-10.455;15.0;3.749;3.287;43.811;50.0;-50.0;70.0;10.0
1088;-105.338;-134.613;33.651;-11.079;15.0;3.114;3.287;43.472;50.0;-50.0;70.0;10.0
1089;-105.562;-134.613;33.652;-10.871;15.0;2.826;3.287;43.132;50.0;-50.0;70.0;10.0
1090;-105.787;-134.613;33.654;-10.039;15.0;2.307;3.287;42.789;50.0;-50.0;70.0;10.0
1091;-106.011;-134.613;33.659;-10.663;15.0;1.961;3.287;42.445;50.0;-50.0;70.0;10.0
1092;-106.011;-134.613;33.665;-11.287;15.0;1.557;3.287;42.1;50.0;-50.0;70.0;10.0
1093;-106.011;-134.613;33.672;-12.328;15.0;1.038;3.287;41.753;50.0;-50.0;70.0;10.0
1094;-106.46;-134.613;33.681;-12.536;15.0;0.75;3.287;41.406;50.0;-50.0;70.0;10.0
1095;-106.46;-134.613;33.691;-11.911;15.0;0.058;3.287;41.058;50.0;-50.0;70.0;10.0
1096;-106.909;-134.613;33.703;-11.703;15.0;-0.461;3.287;40.709;50.0;-50.0;70.0;10.0
1097;-106.909;-134.613;33.716;-11.911;15.0;-0.865;3.287;40.36;50.0;-50.0;70.0;10.0
1098;-106.685;-134.613;33.731;-11.911;15.0;-1.557;3.287;40.011;50.0;-50.0;70.0;10.0
1099;-106.685;-134.613;33.747;-12.952;15.0;-2.48;3.287;39.663;50.0;-50.0;70.0;10.0
1100;-106.685;-134.613;33.764;-12.328;15.0;-2.768;3.287;39.314;50.0;-50.0;70.0;10.0
1101;-106.46;-134.613;33.783;-12.12;15.0;-3.518;3.287;38.966;50.0;-50.0;70.0;10.0
1102;-106.46;-134.613;33.803;-12.744;15.0;-3.806;3.287;38.618;50.0;-50.0;70.0;10.0
1103;-106.46;-134.613;33.825;-12.952;15.0;-4.325;3.287;38.271;50.0;-50.0;70.0;10.0
1104;-106.236;-134.613;33.847;-12.12;15.0;-4.729;3.287;37.926;50.0;-50.0;70.0;10.0
1105;-105.787;-134.613;33.871;-12.536;15.0;-5.306;3.287;37.581;50.0;-50.0;70.0;10.0
1106;-105.338;-134.613;33.897;-13.992;15.0;-5.594;3.287;37.238;50.0;-50.0;70.0;10.0
1107;-104.889;-134.613;33.923;-14.408;15.0;-5.709;3.287;36.897;50.0;-50.0;70.0;10.0
1108;-104.44;-134.613;33.951;-14.824;15.0;-5.709;3.287;36.557;50.0;-50.0;70.0;10.0
1109;-103.992;-134.613;33.979;-14.824;15.0;-5.709;3.287;36.22;50.0;-50.0;70.0;10.0
1110;-103.318;-134.613;34.009;-14.616;15.0;-5.363;3.287;35.884;50.0;-50.0;70.0;10.0
1111;-103.094;-134.613;34.04;-15.448;15.0;-5.075;3.287;35.551;50.0;-50.0;70.0;10.0
1112;-102.421;-134.613;34.073;-16.904;15.0;-4.441;3.287;35.221;50.0;-50.0;70.0;10.0
1113;-103.318;-134.613;34.106;-17.32;15.0;-4.96;3.287;34.893;50.0;-50.0;70.0;10.0
1114;-102.421;-134.613;34.14;-16.488;15.0;-4.614;3.287;34.568;50.0;-50.0;70.0;10.0
1115;-102.869;-134.613;34.176;-17.32;15.0;-4.268;3.287;34.247;50.0;-50.0;70.0;10.0
1116;-102.645;-134.613;34.212;-18.361;15.0;-3.979;3.287;33.929;50.0;-50.0;70.0;10.0
1117;-102.421;-134.613;34.25;-18.777;15.0;-3.633;3.287;33.614;50.0;-50.0;70.0;10.0
1118;-102.645;-134.613;34.288;-18.361;15.0;-3.23;3.287;33.303;50.0;-50.0;70.0;10.0
1119;-102.645;-134.613;34.327;-17.945;15.0;-2.826;3.287;32.997;50.0;-50.0;70.0;10.0
1120;-102.869;-134.613;34.368;-18.985;15.0;-2.364;3.287;32.694;50.0;-50.0;70.0;10.0
1121;-102.869;-134.613;34.409;-19.609;15.0;-1.845;3.287;32.395;50.0;-50.0;70.0;10.0
1122;-102.869;-134.613;34.451;-20.025;15.0;-1.326;3.287;32.101;50.0;-50.0;70.0;10.0
1123;-102.869;-134.613;34.494;-19.817;15.0;-0.865;3.287;31.812;50.0;-50.0;70.0;10.0
1124;-102.869;-134.613;34.538;-19.817;15.0;0.519;3.287;31.528;50.0;-50.0;70.0;10.0
1125;-103.094;-134.613;34.582;-20.441;15.0;1.153;3.287;31.249;50.0;-50.0;70.0;10.0
1126;-103.318;-134.613;34.628;-20.649;15.0;2.018;3.287;30.975;50.0;-50.0;70.0;10.0
1127;-103.318;-134.613;34.674;-21.481;15.0;2.884;3.287;30.707;50.0;-50.0;70.0;10.0
1128;-103.543;-134.613;34.721;-21.065;15.0;3.633;3.287;30.444;50.0;-50.0;70.0;10.0
1129;-103.767;-134.613;34.769;-22.105;15.0;4.787;3.287;30.187;50.0;-50.0;70.0;10.0
1130;-103.992;-134.613;34.817;-23.978;15.0;5.306;3.287;29.937;50.0;-50.0;70.0;10.0
1131;-104.665;-134.613;34.867;-24.186;15.0;6.228;3.287;29.692;50.0;-50.0;70.0;10.0
1132;-104.665;-134.613;34.916;-23.562;15.0;7.151;3.287;29.454;50.0;-50.0;70.0;10.0
1133;-104.889;-134.613;34.967;-22.521;15.0;7.958;3.287;29.223;50.0;-50.0;70.0;10.0
1134;-105.562;-134.613;35.018;-22.521;15.0;8.939;3.287;28.999;50.0;-50.0;70.0;10.0
1135;-106.011;-134.613;35.07;-23.146;15.0;10.323;3.287;28.781;50.0;-50.0;70.0;10.0
1136;-106.011;-134.613;35.122;-22.729;15.0;10.957;3.335;28.571;50.0;-50.0;70.0;10.0
1137;-106.236;-134.613;35.175;-21.689;15.0;11.938;3.39;28.368;50.0;-50.0;70.0;10.0
1138;-106.236;-134.613;35.228;-21.481;15.0;12.514;3.445;28.172;50.0;-50.0;70.0;10.0
1139;-106.236;-134.613;35.282;-22.521;15.0;12.918;3.5;27.983;50.0;-50.0;70.0;10.0
1140;-106.011;-134.613;35.336;-23.146;15.0;13.495;3.555;27.801;50.0;-50.0;70.0;10.0
1141;-106.011;-134.613;35.391;-22.729;15.0;14.014;3.61;27.625;50.0;-50.0;70.0;10.0
1142;-106.011;-134.613;35.446;-21.689;15.0;14.475;3.665;27.457;50.0;-50.0;70.0;10.0
1143;-105.787;-134.613;35.501;-21.065;15.0;15.11;3.721;27.294;50.0;-50.0;70.0;10.0
1144;-105.562;-134.613;35.557;-22.105;15.0;15.513;3.776;27.138;50.0;-50.0;70.0;10.0
1145;-105.114;-134.613;35.612;-22.313;15.0;15.975;3.831;26.989;50.0;-50.0;70.0;10.0
1146;-105.114;-134.613;35.668;-21.273;15.0;16.205;3.886;26.845;50.0;-50.0;70.0;10.0
1147;-104.889;-134.613;35.724;-20.649;15.0;16.436;3.941;26.708;50.0;-50.0;70.0;10.0
1148;-104.777;-134.613;35.78;-20.753;15.0;16.551;3.996;26.576;50.0;-50.0;70.0;10.0
1149;-104.665;-134.613;35.836;-21.273;15.0;16.724;4.051;26.451;50.0;-50.0;70.0;10.0
1150;-104.889;-134.613;35.892;-21.689;15.0;16.609;4.106;26.331;50.0;-50.0;70.0;10.0
1151;-104.889;-134.613;35.948;-21.481;15.0;16.378;4.162;26.217;50.0;-50.0;70.0;10.0
1152;-105.338;-134.613;36.004;-19.401;15.0;15.975;4.217;26.108;50.0;-50.0;70.0;10.0
1153;-105.787;-134.613;36.059;-20.233;15.0;15.398;4.272;26.005;50.0;-50.0;70.0;10.0
1154;-106.46;-134.613;36.115;-21.065;15.0;14.648;4.327;25.907;50.0;-50.0;70.0;10.0
1155;-106.685;-134.613;36.17;-20.441;15.0;14.533;4.382;25.814;50.0;-50.0;70.0;10.0
1156;-106.909;-134.613;36.225;-19.193;15.0;13.668;4.437;25.726;50.0;-50.0;70.0;10.0
1157;-107.582;-134.613;36.279;-18.153;15.0;13.264;4.492;25.643;50.0;-50.0;70.0;10.0
1158;-107.582;-134.613;36.333;-17.529;15.0;12.976;4.548;25.565;50.0;-50.0;70.0;10.0
1159;-107.807;-134.613;36.387;-17.529;15.0;12.572;4.603;25.492;50.0;-50.0;70.0;10.0
1160;-107.807;-134.613;36.44;-18.153;15.0;12.168;4.658;25.423;50.0;-50.0;70.0;10.0
1161;-107.807;-134.613;36.493;-16.904;15.0;11.649;4.713;25.359;50.0;-50.0;70.0;10.0
1162;-108.031;-134.613;36.545;-13.992;15.0;11.246;4.768;25.299;50.0;-50.0;70.0;10.0
1163;-108.031;-134.613;36.597;-12.952;15.0;10.957;4.823;25.244;50.0;-50.0;70.0;10.0
1164;-108.031;-134.613;36.647;-12.952;15.0;10.381;4.878;25.192;50.0;-50.0;70.0;10.0
1165;-108.031;-134.613;36.698;-13.368;15.0;9.977;4.934;25.145;50.0;-50.0;70.0;10.0
1166;-108.031;-134.613;36.747;-13.992;15.0;9.746;4.989;25.102;50.0;-50.0;70.0;10.0
1167;-108.031;-134.613;36.796;-14.408;15.0;9.343;5.044;25.063;50.0;-50.0;70.0;10.0
1168;-108.031;-134.613;36.844;-13.368;15.0;8.939;5.099;25.027;50.0;-50.0;70.0;10.0
1169;-108.031;-134.613;36.891;-12.744;15.0;8.651;5.154;24.995;50.0;-50.0;70.0;10.0
1170;-107.582;-134.613;36.937;-13.368;15.0;8.131;5.209;24.966;50.0;-50.0;70.0;10.0
1171;-107.582;-134.613;36.982;-14.2;15.0;7.728;5.264;24.941;50.0;-50.0;70.0;10.0
1172;-107.358;-134.613;37.026;-13.992;15.0;7.439;5.32;24.919;50.0;-50.0;70.0;10.0
1173;-107.358;-134.613;37.069;-11.911;15.0;7.036;5.375;24.901;50.0;-50.0;70.0;10.0
1174;-107.133;-134.613;37.111;-11.287;15.0;7.036;5.43;24.885;50.0;-50.0;70.0;10.0
1175;-106.685;-134.613;37.152;-11.287;15.0;6.69;5.485;24.872;50.0;-50.0;70.0;10.0
1176;-106.46;-134.613;37.191;-13.576;15.0;6.401;5.54;24.863;50.0;-50.0;70.0;10.0
1177;-106.46;-134.613;37.23;-14.616;15.0;6.574;5.595;24.855;50.0;-50.0;70.0;10.0
1178;-106.011;-134.613;37.267;-14.616;15.0;6.228;5.65;24.851;50.0;-50.0;70.0;10.0
1179;-105.787;-134.613;37.303;-12.536;15.0;5.998;5.705;24.849;50.0;-50.0;70.0;10.0
1180;-105.787;-134.613;37.337;-11.287;15.0;5.479;5.761;24.85;50.0;-50.0;70.0;10.0
1181;-105.562;-134.613;37.37;-12.12;15.0;5.306;5.816;24.852;50.0;-50.0;70.0;10.0
1182;-105.562;-134.613;37.402;-13.368;15.0;5.19;5.871;24.857;50.0;-50.0;70.0;10.0
1183;-105.787;-134.613;37.432;-13.784;15.0;4.96;5.926;24.864;50.0;-50.0;70.0;10.0
1184;-105.787;-134.613;37.461;-13.16;15.0;4.902;5.981;24.873;50.0;-50.0;70.0;10.0
1185;-105.787;-134.613;37.488;-11.495;15.0;4.556;6.036;24.884;50.0;-50.0;70.0;10.0
1186;-105.787;-134.613;37.513;-11.703;15.0;4.729;6.091;24.897;50.0;-50.0;70.0;10.0
1187;-106.011;-134.613;37.537;-13.992;15.0;4.383;6.147;24.911;50.0;-50.0;70.0;10.0
1188;-106.011;-134.613;37.559;-14.408;15.0;4.729;6.202;24.927;50.0;-50.0;70.0;10.0
1189;-106.011;-134.613;37.579;-14.408;15.0;4.614;6.257;24.944;50.0;-50.0;70.0;10.0
1190;-106.011;-134.613;37.598;-13.576;15.0;4.498;6.267;24.962;50.0;-50.0;70.0;10.0
1191;-106.236;-134.613;37.614;-12.12;15.0;4.556;6.267;24.982;50.0;-50.0;70.0;10.0
1192;-106.46;-134.613;37.629;-12.536;15.0;4.671;6.267;25.003;50.0;-50.0;70.0;10.0
1193;-106.909;-134.613;37.643;-12.952;15.0;4.498;6.267;25.025;50.0;-50.0;70.0;10.0
1194;-107.133;-134.613;37.654;-12.952;15.0;4.556;6.267;25.049;50.0;-50.0;70.0;10.0
1195;-107.133;-134.613;37.665;-12.744;15.0;4.441;6.267;25.073;50.0;-50.0;70.0;10.0
1196;-107.582;-134.613;37.673;-11.911;15.0;4.787;6.267;25.099;50.0;-50.0;70.0;10.0
1197;-107.582;-134.613;37.681;-12.328;15.0;4.787;6.267;25.125;50.0;-50.0;70.0;10.0
1198;-107.807;-134.613;37.687;-13.16;15.0;4.671;6.267;25.153;50.0;-50.0;70.0;10.0
1199;-108.255;-134.613;37.692;-13.368;15.0;4.556;6.267;25.182;50.0;-50.0;70.0;10.0
1200;-108.704;-134.613;37.695;-13.16;15.0;4.614;6.267;25.212;50.0;-50.0;70.0;10.0
1201;-109.153;-134.613;37.698;-13.368;15.0;4.556;6.267;25.243;50.0;-50.0;70.0;10.0
1202;-109.602;-134.613;37.699;-13.368;15.0;4.556;6.267;25.274;50.0;-50.0;70.0;10.0
1203;-110.051;-134.613;37.699;-13.576;15.0;4.325;6.267;25.307;50.0;-50.0;70.0;10.0
1204;-110.275;-134.613;37.699;-14.408;15.0;4.325;6.267;25.341;50.0;-50.0;70.0;10.0
1205;-110.275;-134.613;37.697;-14.824;15.0;3.806;6.267;25.376;50.0;-50.0;70.0;10.0
1206;-109.826;-134.613;37.695;-14.616;15.0;3.806;6.267;25.411;50.0;-50.0;70.0;10.0
1207;-109.602;-134.613;37.691;-14.616;15.0;3.518;6.267;25.447;50.0;-50.0;70.0;10.0
1208;-108.704;-134.613;37.687;-14.408;15.0;2.999;6.267;25.485;50.0;-50.0;70.0;10.0
1209;-108.031;-134.613;37.683;-14.616;15.0;2.595;6.267;25.523;50.0;-50.0;70.0;10.0
1210;-107.582;-134.613;37.678;-13.784;15.0;2.999;6.267;25.561;50.0;-50.0;70.0;10.0
1211;-107.133;-134.613;37.672;-14.824;15.0;2.595;6.267;25.601;50.0;-50.0;70.0;10.0
1212;-106.685;-134.613;37.666;-14.824;15.0;2.71;6.267;25.641;50.0;-50.0;70.0;10.0
1213;-105.787;-134.613;37.659;-14.2;15.0;3.057;6.267;25.682;50.0;-50.0;70.0;10.0
1214;-105.562;-134.613;37.652;-14.824;15.0;2.999;6.267;25.724;50.0;-50.0;70.0;10.0
1215;-105.114;-134.613;37.645;-15.24;15.0;2.941;6.267;25.766;50.0;-50.0;70.0;10.0
1216;-104.889;-134.613;37.637;-15.24;15.0;3.172;6.267;25.809;50.0;-50.0;70.0;10.0
1217;-105.114;-134.613;37.629;-15.032;15.0;2.999;6.267;25.852;50.0;-50.0;70.0;10.0
1218;-104.665;-134.613;37.622;-15.032;15.0;2.768;6.267;25.896;50.0;-50.0;70.0;10.0
1219;-104.665;-134.613;37.614;-15.448;15.0;2.768;6.267;25.941;50.0;-50.0;70.0;10.0
1220;-104.44;-134.613;37.606;-15.032;15.0;2.941;6.267;25.986;50.0;-50.0;70.0;10.0
1221;-104.665;-134.613;37.598;-15.24;15.0;2.71;6.267;26.032;50.0;-50.0;70.0;10.0
1222;-104.44;-134.613;37.59;-15.864;15.0;2.941;6.267;26.078;50.0;-50.0;70.0;10.0
1223;-104.44;-134.613;37.583;-15.656;15.0;3.576;6.267;26.124;50.0;-50.0;70.0;10.0
1224;-104.44;-134.613;37.575;-16.072;15.0;3.46;6.267;26.171;50.0;-50.0;70.0;10.0
1225;-104.216;-134.613;37.568;-16.904;15.0;4.152;6.267;26.219;50.0;-50.0;70.0;10.0
1226;-104.216;-134.613;37.562;-16.696;15.0;4.21;6.267;26.267;50.0;-50.0;70.0;10.0
1227;-104.216;-134.613;37.556;-16.28;15.0;4.614;6.267;26.315;50.0;-50.0;70.0;10.0
1228;-103.992;-134.613;37.55;-16.488;15.0;5.075;6.267;26.363;50.0;-50.0;70.0;10.0
1229;-103.992;-134.613;37.545;-16.28;15.0;5.306;6.267;26.412;50.0;-50.0;70.0;10.0
1230;-103.992;-134.613;37.54;-16.072;15.0;5.536;6.267;26.461;50.0;-50.0;70.0;10.0
1231;-103.992;-134.613;37.536;-15.864;15.0;5.767;6.267;26.51;50.0;-50.0;70.0;10.0
1232;-103.767;-134.613;37.533;-15.24;15.0;5.882;6.267;26.56;50.0;-50.0;70.0;10.0
1233;-103.767;-134.613;37.531;-12.536;15.0;6.344;6.267;26.609;50.0;-50.0;70.0;10.0
1234;-103.543;-134.613;37.53;-13.16;15.0;6.517;6.267;26.659;50.0;-50.0;70.0;10.0
1235;-103.543;-134.613;37.529;-14.616;15.0;6.344;6.267;26.709;50.0;-50.0;70.0;10.0
1236;-103.318;-134.613;37.529;-14.408;15.0;6.574;6.267;26.759;50.0;-50.0;70.0;10.0
1237;-103.543;-134.613;37.531;-12.952;15.0;6.286;6.267;26.81;50.0;-50.0;70.0;10.0
1238;-103.543;-134.613;37.533;-11.495;15.0;6.286;6.267;26.86;50.0;-50.0;70.0;10.0
1239;-103.318;-134.613;37.537;-11.703;15.0;6.69;6.267;26.91;50.0;-50.0;70.0;10.0
1240;-103.543;-134.613;37.542;-10.455;15.0;6.344;6.267;26.961;50.0;-50.0;70.0;10.0
1241;-103.318;-134.613;37.548;-11.079;15.0;6.805;6.267;27.011;50.0;-50.0;70.0;10.0
1242;-103.318;-134.613;37.556;-10.455;15.0;7.036;6.267;27.061;50.0;-50.0;70.0;10.0
1243;-103.318;-134.613;37.565;-8.791;15.0;7.209;6.267;27.112;50.0;-50.0;70.0;10.0
1244;-103.543;-134.613;37.575;-11.911;15.0;6.805;6.3;27.162;50.0;-50.0;70.0;10.0
1245;-103.318;-134.613;37.587;-13.576;15.0;6.574;6.342;27.212;50.0;-50.0;70.0;10.0
1246;-103.318;-134.613;37.601;-14.2;15.0;6.747;6.385;27.262;50.0;-50.0;70.0;10.0
1247;-103.543;-134.613;37.615;-12.952;15.0;6.228;6.427;27.311;50.0;-50.0;70.0;10.0
1248;-104.216;-134.613;37.631;-11.703;15.0;5.594;6.47;27.361;50.0;-50.0;70.0;10.0
1249;-104.44;-134.613;37.649;-11.287;15.0;5.594;6.513;27.409;50.0;-50.0;70.0;10.0
1250;-104.44;-134.613;37.668;-11.287;15.0;5.306;6.555;27.458;50.0;-50.0;70.0;10.0
1251;-104.665;-134.613;37.688;-12.952;15.0;4.671;6.598;27.506;50.0;-50.0;70.0;10.0
1252;-104.665;-134.613;37.709;-12.744;15.0;4.441;6.641;27.553;50.0;-50.0;70.0;10.0
1253;-104.889;-134.613;37.732;-10.663;15.0;3.864;6.683;27.599;50.0;-50.0;70.0;10.0
1254;-105.114;-134.613;37.756;-10.871;15.0;3.749;6.726;27.645;50.0;-50.0;70.0;10.0
1255;-105.114;-134.613;37.78;-11.287;15.0;3.46;6.768;27.69;50.0;-50.0;70.0;10.0
1256;-105.114;-134.613;37.807;-12.12;15.0;3.114;6.811;27.734;50.0;-50.0;70.0;10.0
1257;-105.114;-134.613;37.834;-13.16;15.0;2.999;6.854;27.778;50.0;-50.0;70.0;10.0
