step;plan_fact;plan_prj;plan_delta;vozv_fact;vozv_prj;prof_fact;prof_fact_left;prof_fact_right;prof_prj;prof_delta;ubound_plan;lbound_plan;ubound_prof;lbound_prof
220;-3.994;-3.599;-1.81;0.363;0.0;1.61;1.61;-0.097;-0.81;23.475;50.0;-50.0;70.0;10.0
221;-3.988;-3.599;-1.82;-1.093;0.0;1.605;1.605;-0.126;-0.841;23.578;50.0;-50.0;70.0;10.0
222;-3.98;-3.599;-1.83;-0.261;0.0;1.6;1.6;-0.156;-0.873;23.682;50.0;-50.0;70.0;10.0
223;-3.972;-3.599;-1.841;1.195;0.0;1.597;1.597;-0.187;-0.904;23.789;50.0;-50.0;70.0;10.0
224;-3.963;-3.599;-1.853;2.027;0.0;1.593;1.593;-0.217;-0.936;23.898;50.0;-50.0;70.0;10.0
225;-3.955;-3.599;-1.865;2.651;0.0;1.591;1.591;-0.248;-0.967;24.01;50.0;-50.0;70.0;10.0
226;-3.947;-3.599;-1.878;3.483;0.0;1.588;1.588;-0.278;-0.999;24.123;50.0;-50.0;70.0;10.0
227;-3.94;-3.599;-1.891;3.9;0.0;1.585;1.585;-0.308;-1.03;24.239;50.0;-50.0;70.0;10.0
228;-3.933;-3.599;-1.904;3.275;0.0;1.582;1.582;-0.338;-1.061;24.357;50.0;-50.0;70.0;10.0
229;-3.927;-3.599;-1.918;2.443;0.0;1.578;1.578;-0.369;-1.093;24.477;50.0;-50.0;70.0;10.0
230;-3.922;-3.599;-1.932;2.443;0.0;1.573;1.573;-0.4;-1.124;24.599;50.0;-50.0;70.0;10.0
231;-3.917;-3.599;-1.947;3.275;0.0;1.566;1.566;-0.432;-1.156;24.724;50.0;-50.0;70.0;10.0
232;-3.912;-3.599;-1.962;2.651;0.0;1.558;1.558;-0.465;-1.187;24.85;50.0;-50.0;70.0;10.0
233;-3.908;-3.599;-1.977;1.611;0.0;1.548;1.548;-0.5;-1.219;24.979;50.0;-50.0;70.0;10.0
234;-3.904;-3.599;-1.992;1.403;0.0;1.536;1.536;-0.535;-1.25;25.11;50.0;-50.0;70.0;10.0
235;-3.9;-3.599;-2.008;2.651;0.0;1.523;1.523;-0.573;-1.282;25.243;50.0;-50.0;70.0;10.0
236;-3.895;-3.599;-2.023;3.483;0.0;1.509;1.509;-0.612;-1.313;25.378;50.0;-50.0;70.0;10.0
237;-3.89;-3.599;-2.039;3.691;0.0;1.493;1.493;-0.654;-1.345;25.515;50.0;-50.0;70.0;10.0
238;-3.884;-3.599;-2.055;2.443;0.0;1.475;1.475;-0.698;-1.376;25.655;50.0;-50.0;70.0;10.0
239;-3.876;-3.599;-2.071;2.235;0.0;1.456;1.456;-0.745;-1.408;25.796;50.0;-50.0;70.0;10.0
240;-3.868;-3.599;-2.087;3.691;0.0;1.434;1.434;-0.794;-1.439;25.94;50.0;-50.0;70.0;10.0
241;-3.857;-3.599;-2.102;3.691;0.0;1.41;1.41;-0.845;-1.471;26.086;50.0;-50.0;70.0;10.0
242;-3.845;-3.599;-2.118;2.235;0.0;1.384;1.384;-0.899;-1.502;26.234;50.0;-50.0;70.0;10.0
243;-3.831;-3.599;-2.134;0.987;0.0;1.356;1.356;-0.956;-1.534;26.384;50.0;-50.0;70.0;10.0
244;-3.815;-3.599;-2.15;0.987;0.0;1.325;1.325;-1.016;-1.565;26.536;50.0;-50.0;70.0;10.0
245;-3.798;-3.599;-2.165;1.611;0.0;1.292;1.292;-1.078;-1.597;26.69;50.0;-50.0;70.0;10.0
246;-3.778;-3.599;-2.181;2.235;0.0;1.257;1.257;-1.143;-1.628;26.846;50.0;-50.0;70.0;10.0
247;-3.756;-3.599;-2.196;2.651;0.0;1.219;1.219;-1.211;-1.66;27.005;50.0;-50.0;70.0;10.0
248;-3.732;-3.599;-2.21;3.067;0.0;1.178;1.178;-1.283;-1.691;27.165;50.0;-50.0;70.0;10.0
249;-3.706;-3.599;-2.225;3.483;0.0;1.136;1.136;-1.357;-1.723;27.327;50.0;-50.0;70.0;10.0
250;-3.678;-3.599;-2.239;4.316;0.0;1.09;1.09;-1.433;-1.754;27.492;50.0;-50.0;70.0;10.0
251;-3.648;-3.599;-2.253;3.9;0.0;1.042;1.042;-1.511;-1.786;27.659;50.0;-50.0;70.0;10.0
252;-3.616;-3.599;-2.267;2.443;0.0;0.992;0.992;-1.592;-1.817;27.827;50.0;-50.0;70.0;10.0
253;-3.582;-3.599;-2.28;1.819;0.0;0.94;0.94;-1.674;-1.849;27.998;50.0;-50.0;70.0;10.0
254;-3.547;-3.599;-2.292;2.027;0.0;0.886;0.886;-1.759;-1.88;28.17;50.0;-50.0;70.0;10.0
255;-3.51;-3.599;-2.304;2.859;0.0;0.829;0.829;-1.845;-1.912;28.345;50.0;-50.0;70.0;10.0
256;-3.473;-3.599;-2.316;2.651;0.0;0.77;0.77;-1.934;-1.943;28.522;50.0;-50.0;70.0;10.0
257;-3.435;-3.599;-2.327;2.235;0.0;0.708;0.708;-2.024;-1.975;28.7;50.0;-50.0;70.0;10.0
258;-3.397;-3.599;-2.337;2.027;0.0;0.645;0.645;-2.117;-2.006;28.881;50.0;-50.0;70.0;10.0
259;-3.359;-3.599;-2.347;2.443;0.0;0.578;0.578;-2.212;-2.037;29.064;50.0;-50.0;70.0;10.0
260;-3.321;-3.599;-2.356;2.651;0.0;0.509;0.509;-2.311;-2.069;29.248;50.0;-50.0;70.0;10.0
261;-3.283;-3.599;-2.365;2.339;0.0;0.438;0.438;-2.412;-2.1;29.435;50.0;-50.0;70.0;10.0
262;-3.247;-3.599;-2.373;1.611;0.0;0.362;0.362;-2.518;-2.132;29.624;50.0;-50.0;70.0;10.0
263;-3.211;-3.599;-2.38;1.403;0.0;0.284;0.284;-2.628;-2.163;29.814;50.0;-50.0;70.0;10.0
264;-3.177;-3.599;-2.386;1.611;0.0;0.201;0.201;-2.741;-2.195;30.007;50.0;-50.0;70.0;10.0
265;-3.144;-3.599;-2.391;1.819;0.0;0.115;0.115;-2.859;-2.226;30.201;50.0;-50.0;70.0;10.0
266;-3.115;-3.599;-2.396;2.027;0.0;0.026;0.026;-2.981;-2.258;30.398;50.0;-50.0;70.0;10.0
267;-3.087;-3.599;-2.399;2.235;0.0;-0.068;-0.068;-3.107;-2.289;30.596;50.0;-50.0;70.0;10.0
268;-3.062;-3.599;-2.402;2.547;0.0;-0.164;-0.164;-3.237;-2.321;30.797;50.0;-50.0;70.0;10.0
269;-3.04;-3.599;-2.404;2.859;0.0;-0.264;-0.264;-3.37;-2.352;30.999;50.0;-50.0;70.0;10.0
270;-3.021;-3.599;-2.404;3.483;0.0;-0.367;-0.367;-3.508;-2.384;31.203;50.0;-50.0;70.0;10.0
271;-3.003;-3.599;-2.404;3.483;0.0;-0.473;-0.473;-3.649;-2.392;31.409;50.0;-50.0;70.0;10.0
272;-2.989;-3.599;-2.403;4.108;0.0;-0.582;-0.582;-3.792;-2.392;31.617;50.0;-50.0;70.0;10.0
273;-2.977;-3.599;-2.401;4.524;0.0;-0.694;-0.694;-3.939;-2.392;31.827;50.0;-50.0;70.0;10.0
274;-2.967;-3.599;-2.397;3.483;0.0;-0.809;-0.809;-4.088;-2.392;32.039;50.0;-50.0;70.0;10.0
275;-2.96;-3.599;-2.393;2.859;0.0;-0.928;-0.928;-4.238;-2.392;32.252;50.0;-50.0;70.0;10.0
276;-2.955;-3.599;-2.388;3.483;0.0;-1.05;-1.05;-4.39;-2.392;32.467;50.0;-50.0;70.0;10.0
277;-2.951;-3.599;-2.383;3.9;0.0;-1.174;-1.174;-4.544;-2.392;32.683;50.0;-50.0;70.0;10.0
278;-2.95;-3.599;-2.376;3.9;0.0;-1.3;-1.3;-4.698;-2.392;32.901;50.0;-50.0;70.0;10.0
279;-2.949;-3.599;-2.369;3.691;0.0;-1.429;-1.429;-4.853;-2.392;33.12;50.0;-50.0;70.0;10.0
280;-2.949;-3.599;-2.361;2.859;0.0;-1.559;-1.559;-5.008;-2.392;33.341;50.0;-50.0;70.0;10.0
281;-2.95;-3.599;-2.352;4.316;0.0;-1.69;-1.69;-5.164;-2.392;33.563;50.0;-50.0;70.0;10.0
282;-2.952;-3.599;-2.343;7.436;0.0;-1.821;-1.821;-5.32;-2.392;33.786;50.0;-50.0;70.0;10.0
283;-2.954;-3.599;-2.333;6.812;0.0;-1.954;-1.954;-5.474;-2.392;34.01;50.0;-50.0;70.0;10.0
284;-2.956;-3.599;-2.322;3.275;0.0;-2.086;-2.086;-5.626;-2.392;34.235;50.0;-50.0;70.0;10.0
285;-2.958;-3.599;-2.311;1.819;0.0;-2.217;-2.217;-5.776;-2.392;34.461;50.0;-50.0;70.0;10.0
286;-2.961;-3.599;-2.299;2.651;0.0;-2.348;-2.348;-5.924;-2.392;34.688;50.0;-50.0;70.0;10.0
287;-2.964;-3.599;-2.287;3.9;0.0;-2.477;-2.477;-6.068;-2.392;34.916;50.0;-50.0;70.0;10.0
288;-2.967;-3.599;-2.275;3.483;0.0;-2.605;-2.605;-6.209;-2.392;35.145;50.0;-50.0;70.0;10.0
289;-2.971;-3.599;-2.262;2.027;0.0;-2.731;-2.731;-6.346;-2.392;35.375;50.0;-50.0;70.0;10.0
290;-2.977;-3.599;-2.249;1.611;0.0;-2.856;-2.856;-6.478;-2.392;35.605;50.0;-50.0;70.0;10.0
291;-2.983;-3.599;-2.236;5.356;0.0;-2.978;-2.978;-6.605;-2.392;35.835;50.0;-50.0;70.0;10.0
292;-2.992;-3.599;-2.222;4.732;0.0;-3.098;-3.098;-6.727;-2.392;36.067;50.0;-50.0;70.0;10.0
293;-3.004;-3.599;-2.208;2.443;0.0;-3.215;-3.215;-6.843;-2.392;36.298;50.0;-50.0;70.0;10.0
294;-3.017;-3.599;-2.194;1.611;0.0;-3.328;-3.328;-6.953;-2.392;36.53;50.0;-50.0;70.0;10.0
295;-3.033;-3.599;-2.18;2.443;0.0;-3.438;-3.438;-7.057;-2.392;36.763;50.0;-50.0;70.0;10.0
296;-3.051;-3.599;-2.165;3.483;0.0;-3.545;-3.545;-7.154;-2.392;36.995;50.0;-50.0;70.0;10.0
297;-3.072;-3.599;-2.151;3.067;0.0;-3.649;-3.649;-7.244;-2.392;37.228;50.0;-50.0;70.0;10.0
298;-3.095;-3.599;-2.136;2.027;0.0;-3.749;-3.749;-7.328;-2.392;37.461;50.0;-50.0;70.0;10.0
299;-3.121;-3.599;-2.122;3.067;0.0;-3.845;-3.845;-7.404;-2.392;37.694;50.0;-50.0;70.0;10.0
300;-3.149;-3.599;-2.107;3.483;0.0;-3.937;-3.937;-7.472;-2.392;37.927;50.0;-50.0;70.0;10.0
301;-3.179;-3.599;-2.093;3.691;0.0;-4.025;-4.025;-7.533;-2.392;38.16;50.0;-50.0;70.0;10.0
302;-3.211;-3.599;-2.078;3.067;0.0;-4.108;-4.108;-7.585;-2.392;38.393;50.0;-50.0;70.0;10.0
303;-3.246;-3.599;-2.064;3.9;0.0;-4.187;-4.187;-7.63;-2.392;38.625;50.0;-50.0;70.0;10.0
304;-3.282;-3.599;-2.05;4.108;0.0;-4.261;-4.261;-7.667;-2.392;38.857;50.0;-50.0;70.0;10.0
305;-3.32;-3.599;-2.036;3.483;0.0;-4.33;-4.33;-7.697;-2.392;39.089;50.0;-50.0;70.0;10.0
306;-3.36;-3.599;-2.023;2.651;0.0;-4.396;-4.396;-7.72;-2.392;39.321;50.0;-50.0;70.0;10.0
307;-3.402;-3.599;-2.01;3.067;0.0;-4.457;-4.457;-7.736;-2.392;39.552;50.0;-50.0;70.0;10.0
308;-3.444;-3.599;-1.997;3.067;0.0;-4.513;-4.513;-7.746;-2.392;39.782;50.0;-50.0;70.0;10.0
309;-3.488;-3.599;-1.984;3.691;0.0;-4.564;-4.564;-7.75;-2.392;40.012;50.0;-50.0;70.0;10.0
310;-3.533;-3.599;-1.972;2.027;0.0;-4.611;-4.611;-7.748;-2.392;40.241;50.0;-50.0;70.0;10.0
311;-3.579;-3.599;-1.96;1.611;0.0;-4.652;-4.652;-7.74;-2.392;40.469;50.0;-50.0;70.0;10.0
312;-3.625;-3.599;-1.949;2.235;0.0;-4.689;-4.689;-7.728;-2.392;40.696;50.0;-50.0;70.0;10.0
313;-3.671;-3.599;-1.938;2.651;0.0;-4.719;-4.719;-7.711;-2.392;40.923;50.0;-50.0;70.0;10.0
314;-3.718;-3.599;-1.928;2.443;0.0;-4.745;-4.745;-7.688;-2.392;41.148;50.0;-50.0;70.0;10.0
315;-3.765;-3.599;-1.918;1.195;0.0;-4.766;-4.766;-7.66;-2.392;41.373;50.0;-50.0;70.0;10.0
316;-3.811;-3.599;-1.909;2.859;0.0;-4.783;-4.783;-7.626;-2.392;41.596;50.0;-50.0;70.0;10.0
317;-3.856;-3.599;-1.901;3.275;0.0;-4.796;-4.796;-7.587;-2.392;41.818;50.0;-50.0;70.0;10.0
318;-3.899;-3.599;-1.893;3.067;0.0;-4.805;-4.805;-7.542;-2.392;42.039;50.0;-50.0;70.0;10.0
319;-3.941;-3.599;-1.886;2.443;0.0;-4.811;-4.811;-7.493;-2.392;42.259;50.0;-50.0;70.0;10.0
320;-3.981;-3.599;-1.88;2.027;0.0;-4.814;-4.814;-7.439;-2.392;42.477;50.0;-50.0;70.0;10.0
321;-4.018;-3.599;-1.875;3.483;0.0;-4.816;-4.816;-7.379;-2.392;42.694;50.0;-50.0;70.0;10.0
322;-4.054;-3.599;-1.87;4.316;0.0;-4.816;-4.816;-7.314;-2.392;42.909;50.0;-50.0;70.0;10.0
323;-4.087;-3.599;-1.867;4.524;0.0;-4.815;-4.815;-7.245;-2.392;43.123;50.0;-50.0;70.0;10.0
324;-4.117;-3.599;-1.864;4.108;0.0;-4.814;-4.814;-7.172;-2.392;43.335;50.0;-50.0;70.0;10.0
325;-4.146;-3.599;-1.862;4.524;0.0;-4.812;-4.812;-7.097;-2.392;43.546;50.0;-50.0;70.0;10.0
326;-4.172;-3.599;-1.862;4.94;0.0;-4.811;-4.811;-7.019;-2.392;43.754;50.0;-50.0;70.0;10.0
327;-4.195;-3.599;-1.862;5.148;0.0;-4.81;-4.81;-6.939;-2.392;43.961;50.0;-50.0;70.0;10.0
328;-4.217;-3.599;-1.863;5.356;0.0;-4.81;-4.81;-6.859;-2.392;44.166;50.0;-50.0;70.0;10.0
329;-4.236;-3.599;-1.865;3.9;0.0;-4.81;-4.81;-6.779;-2.392;44.369;50.0;-50.0;70.0;10.0
330;-4.253;-3.599;-1.867;3.9;0.0;-4.813;-4.813;-6.699;-2.392;44.57;50.0;-50.0;70.0;10.0
331;-4.267;-3.599;-1.871;4.108;0.0;-4.817;-4.817;-6.622;-2.392;44.769;50.0;-50.0;70.0;10.0
332;-4.28;-3.599;-1.875;3.9;0.0;-4.824;-4.824;-6.546;-2.392;44.965;50.0;-50.0;70.0;10.0
333;-4.29;-3.599;-1.88;3.067;0.0;-4.833;-4.833;-6.474;-2.392;45.16;50.0;-50.0;70.0;10.0
334;-4.298;-3.599;-1.886;2.859;0.0;-4.846;-4.846;-6.406;-2.392;45.352;50.0;-50.0;70.0;10.0
335;-4.304;-3.599;-1.892;2.443;0.0;-4.862;-4.862;-6.342;-2.392;45.542;50.0;-50.0;70.0;10.0
336;-4.307;-3.599;-1.899;2.235;0.0;-4.883;-4.883;-6.283;-2.392;45.73;50.0;-50.0;70.0;10.0
337;-4.308;-3.599;-1.907;2.027;0.0;-4.908;-4.908;-6.231;-2.392;45.915;50.0;-50.0;70.0;10.0
338;-4.306;-3.599;-1.915;1.403;0.0;-4.938;-4.938;-6.186;-2.392;46.098;50.0;-50.0;70.0;10.0
339;-4.303;-3.599;-1.924;2.235;0.0;-4.973;-4.973;-6.148;-2.392;46.278;50.0;-50.0;70.0;10.0
340;-4.297;-3.599;-1.933;2.651;0.0;-5.013;-5.013;-6.118;-2.392;46.455;50.0;-50.0;70.0;10.0
341;-4.289;-3.599;-1.943;0.779;0.0;-5.058;-5.058;-6.096;-2.392;46.63;50.0;-50.0;70.0;10.0
342;-4.279;-3.599;-1.953;2.859;0.0;-5.108;-5.108;-6.082;-2.392;46.803;50.0;-50.0;70.0;10.0
343;-4.268;-3.599;-1.964;2.859;0.0;-5.162;-5.162;-6.076;-2.392;46.972;50.0;-50.0;70.0;10.0
344;-4.254;-3.599;-1.975;1.403;0.0;-5.22;-5.22;-6.076;-2.392;47.139;50.0;-50.0;70.0;10.0
345;-4.237;-3.599;-1.987;2.235;0.0;-5.282;-5.282;-6.084;-2.392;47.302;50.0;-50.0;70.0;10.0
346;-4.218;-3.599;-1.999;2.235;0.0;-5.347;-5.347;-6.099;-2.392;47.463;50.0;-50.0;70.0;10.0
347;-4.196;-3.599;-2.011;0.779;0.0;-5.414;-5.414;-6.12;-2.392;47.621;50.0;-50.0;70.0;10.0
348;-4.171;-3.599;-2.023;0.987;0.0;-5.484;-5.484;-6.147;-2.392;47.775;50.0;-50.0;70.0;10.0
349;-4.143;-3.599;-2.036;1.819;0.0;-5.557;-5.557;-6.179;-2.392;47.927;50.0;-50.0;70.0;10.0
350;-4.113;-3.599;-2.049;0.987;0.0;-5.631;-5.631;-6.218;-2.392;48.075;50.0;-50.0;70.0;10.0
351;-4.079;-3.599;-2.062;-0.053;0.0;-5.706;-5.706;-6.261;-2.392;48.22;50.0;-50.0;70.0;10.0
352;-4.044;-3.599;-2.075;2.443;0.0;-5.782;-5.782;-6.309;-2.392;48.362;50.0;-50.0;70.0;10.0
353;-4.006;-3.599;-2.088;0.779;0.0;-5.86;-5.86;-6.363;-2.392;48.5;50.0;-50.0;70.0;10.0
354;-3.966;-3.599;-2.102;-0.469;0.0;-5.939;-5.939;-6.422;-2.392;48.635;50.0;-50.0;70.0;10.0
355;-3.925;-3.599;-2.115;0.987;0.0;-6.018;-6.018;-6.486;-2.392;48.767;50.0;-50.0;70.0;10.0
356;-3.882;-3.599;-2.129;-0.261;0.0;-6.097;-6.097;-6.556;-2.392;48.895;50.0;-50.0;70.0;10.0
357;-3.839;-3.599;-2.142;-2.342;0.0;-6.176;-6.176;-6.63;-2.392;49.019;50.0;-50.0;70.0;10.0
358;-3.796;-3.599;-2.156;-1.718;0.0;-6.254;-6.254;-6.709;-2.392;49.14;50.0;-50.0;70.0;10.0
359;-3.752;-3.599;-2.169;-2.55;0.0;-6.331;-6.331;-6.792;-2.392;49.257;50.0;-50.0;70.0;10.0
360;-3.709;-3.599;-2.183;-2.134;0.0;-6.407;-6.407;-6.879;-2.392;49.37;50.0;-50.0;70.0;10.0
361;-3.665;-3.599;-2.196;-1.718;0.0;-6.48;-6.48;-6.968;-2.392;49.479;50.0;-50.0;70.0;10.0
362;-3.622;-3.599;-2.209;-1.51;0.0;-6.553;-6.553;-7.061;-2.392;49.585;50.0;-50.0;70.0;10.0
363;-3.58;-3.599;-2.222;-1.51;0.0;-6.625;-6.625;-7.155;-2.392;49.686;50.0;-50.0;70.0;10.0
364;-3.538;-3.599;-2.235;0.363;0.0;-6.695;-6.695;-7.251;-2.392;49.784;50.0;-50.0;70.0;10.0
365;-3.497;-3.599;-2.247;0.571;0.0;-6.766;-6.766;-7.349;-2.392;49.877;50.0;-50.0;70.0;10.0
366;-3.456;-3.599;-2.26;-1.301;0.0;-6.837;-6.837;-7.447;-2.392;49.967;50.0;-50.0;70.0;10.0
367;-3.415;-3.599;-2.272;-0.261;0.0;-6.907;-6.907;-7.545;-2.392;50.052;50.0;-50.0;70.0;10.0
368;-3.376;-3.599;-2.283;0.363;0.0;-6.978;-6.978;-7.644;-2.392;50.132;50.0;-50.0;70.0;10.0
369;-3.337;-3.599;-2.295;-0.677;0.0;-7.048;-7.048;-7.744;-2.392;50.209;50.0;-50.0;70.0;10.0
370;-3.299;-3.599;-2.305;-1.301;0.0;-7.118;-7.118;-7.843;-2.392;50.281;50.0;-50.0;70.0;10.0
371;-3.262;-3.599;-2.316;-0.261;0.0;-7.187;-7.187;-7.942;-2.392;50.349;50.0;-50.0;70.0;10.0
372;-3.226;-3.599;-2.326;0.155;0.0;-7.254;-7.254;-8.041;-2.392;50.412;50.0;-50.0;70.0;10.0
373;-3.191;-3.599;-2.336;-0.053;0.0;-7.318;-7.318;-8.137;-2.392;50.471;50.0;-50.0;70.0;10.0
374;-3.157;-3.599;-2.345;0.571;0.0;-7.38;-7.38;-8.233;-2.392;50.525;50.0;-50.0;70.0;10.0
375;-3.123;-3.599;-2.353;0.779;0.0;-7.438;-7.438;-8.327;-2.392;50.574;50.0;-50.0;70.0;10.0
376;-3.092;-3.599;-2.361;0.571;0.0;-7.49;-7.49;-8.419;-2.392;50.619;50.0;-50.0;70.0;10.0
377;-3.061;-3.599;-2.368;0.779;0.0;-7.538;-7.538;-8.508;-2.392;50.659;50.0;-50.0;70.0;10.0
378;-3.031;-3.599;-2.375;0.571;0.0;-7.581;-7.581;-8.594;-2.392;50.694;50.0;-50.0;70.0;10.0
379;-3.002;-3.599;-2.381;-1.926;0.0;-7.618;-7.618;-8.675;-2.373;50.724;50.0;-50.0;70.0;10.0
380;-2.975;-3.599;-2.386;0.363;0.0;-7.65;-7.65;-8.752;-2.341;50.75;50.0;-50.0;70.0;10.0
381;-2.948;-3.599;-2.391;-1.926;0.0;-7.675;-7.675;-8.823;-2.31;50.77;50.0;-50.0;70.0;10.0
382;-2.922;-3.599;-2.395;-2.134;0.0;-7.694;-7.694;-8.889;-2.278;50.786;50.0;-50.0;70.0;10.0
383;-2.898;-3.599;-2.398;0.155;0.0;-7.707;-7.707;-8.949;-2.247;50.797;50.0;-50.0;70.0;10.0
384;-2.874;-3.599;-2.401;-0.469;0.0;-7.713;-7.713;-9.001;-2.215;50.804;50.0;-50.0;70.0;10.0
385;-2.851;-3.599;-2.403;-1.093;0.0;-7.712;-7.712;-9.047;-2.184;50.807;50.0;-50.0;70.0;10.0
386;-2.829;-3.599;-2.404;1.611;0.0;-7.705;-7.705;-9.084;-2.152;50.805;50.0;-50.0;70.0;10.0
387;-2.808;-3.599;-2.405;0.779;0.0;-7.69;-7.69;-9.113;-2.121;50.799;50.0;-50.0;70.0;10.0
388;-2.789;-3.599;-2.405;-0.261;0.0;-7.667;-7.667;-9.133;-2.089;50.788;50.0;-50.0;70.0;10.0
389;-2.771;-3.599;-2.404;0.779;0.0;-7.636;-7.636;-9.144;-2.058;50.774;50.0;-50.0;70.0;10.0
390;-2.756;-3.599;-2.403;2.235;0.0;-7.596;-7.596;-9.145;-2.026;50.756;50.0;-50.0;70.0;10.0
391;-2.743;-3.599;-2.401;1.195;0.0;-7.547;-7.547;-9.134;-1.995;50.734;50.0;-50.0;70.0;10.0
392;-2.732;-3.599;-2.398;-1.093;0.0;-7.489;-7.489;-9.112;-1.963;50.708;50.0;-50.0;70.0;10.0
393;-2.723;-3.599;-2.395;0.571;0.0;-7.421;-7.421;-9.078;-1.932;50.678;50.0;-50.0;70.0;10.0
394;-2.716;-3.599;-2.391;0.571;0.0;-7.342;-7.342;-9.032;-1.9;50.645;50.0;-50.0;70.0;10.0
395;-2.71;-3.599;-2.386;-1.301;0.0;-7.254;-7.254;-8.975;-1.869;50.609;50.0;-50.0;70.0;10.0
396;-2.707;-3.599;-2.381;-0.053;0.0;-7.158;-7.158;-8.907;-1.838;50.569;50.0;-50.0;70.0;10.0
397;-2.704;-3.599;-2.375;1.195;0.0;-7.053;-7.053;-8.828;-1.806;50.525;50.0;-50.0;70.0;10.0
398;-2.704;-3.599;-2.368;0.363;0.0;-6.941;-6.941;-8.739;-1.775;50.479;50.0;-50.0;70.0;10.0
399;-2.705;-3.599;-2.361;0.363;0.0;-6.822;-6.822;-8.642;-1.743;50.429;50.0;-50.0;70.0;10.0
400;-2.707;-3.599;-2.353;0.779;0.0;-6.698;-6.698;-8.535;-1.712;50.377;50.0;-50.0;70.0;10.0
401;-2.712;-3.599;-2.344;1.195;0.0;-6.568;-6.568;-8.421;-1.68;50.321;50.0;-50.0;70.0;10.0
402;-2.718;-3.599;-2.335;-0.261;0.0;-6.434;-6.434;-8.301;-1.649;50.263;50.0;-50.0;70.0;10.0
403;-2.726;-3.599;-2.325;-0.053;0.0;-6.296;-6.296;-8.174;-1.617;50.202;50.0;-50.0;70.0;10.0
404;-2.735;-3.599;-2.314;-0.053;0.0;-6.155;-6.155;-8.042;-1.586;50.138;50.0;-50.0;70.0;10.0
405;-2.747;-3.599;-2.302;0.155;0.0;-6.011;-6.011;-7.906;-1.554;50.072;50.0;-50.0;70.0;10.0
406;-2.759;-3.599;-2.29;-0.469;0.0;-5.864;-5.864;-7.765;-1.523;50.003;50.0;-50.0;70.0;10.0
407;-2.773;-3.599;-2.278;0.155;0.0;-5.715;-5.715;-7.621;-1.491;49.932;50.0;-50.0;70.0;10.0
408;-2.788;-3.599;-2.264;0.363;0.0;-5.564;-5.564;-7.474;-1.46;49.858;50.0;-50.0;70.0;10.0
409;-2.803;-3.599;-2.25;0.363;0.0;-5.41;-5.41;-7.324;-1.428;49.782;50.0;-50.0;70.0;10.0
410;-2.819;-3.599;-2.236;0.571;0.0;-5.255;-5.255;-7.171;-1.397;49.705;50.0;-50.0;70.0;10.0
411;-2.835;-3.599;-2.22;1.195;0.0;-5.098;-5.098;-7.015;-1.365;49.625;50.0;-50.0;70.0;10.0
412;-2.85;-3.599;-2.204;0.363;0.0;-4.94;-4.94;-6.856;-1.334;49.543;50.0;-50.0;70.0;10.0
413;-2.865;-3.599;-2.188;-0.053;0.0;-4.782;-4.782;-6.696;-1.302;49.459;50.0;-50.0;70.0;10.0
414;-2.88;-3.599;-2.17;0.571;0.0;-4.624;-4.624;-6.533;-1.271;49.374;50.0;-50.0;70.0;10.0
415;-2.893;-3.599;-2.152;0.779;0.0;-4.467;-4.467;-6.37;-1.239;49.287;50.0;-50.0;70.0;10.0
416;-2.906;-3.599;-2.134;-1.51;0.0;-4.311;-4.311;-6.205;-1.208;49.199;50.0;-50.0;70.0;10.0
417;-2.919;-3.599;-2.115;0.155;0.0;-4.155;-4.155;-6.039;-1.176;49.109;50.0;-50.0;70.0;10.0
418;-2.93;-3.599;-2.095;0.779;0.0;-3.999;-3.999;-5.873;-1.145;49.017;50.0;-50.0;70.0;10.0
419;-2.941;-3.599;-2.074;0.779;0.0;-3.843;-3.843;-5.707;-1.113;48.925;50.0;-50.0;70.0;10.0
420;-2.951;-3.599;-2.053;-0.053;0.0;-3.686;-3.686;-5.54;-1.082;48.831;50.0;-50.0;70.0;10.0
421;-2.961;-3.599;-2.031;-0.053;0.0;-3.529;-3.529;-5.375;-1.05;48.736;50.0;-50.0;70.0;10.0
422;-2.97;-3.599;-2.008;0.155;0.0;-3.371;-3.371;-5.21;-1.019;48.64;50.0;-50.0;70.0;10.0
423;-2.979;-3.599;-1.985;0.155;0.0;-3.212;-3.212;-5.046;-0.987;48.543;50.0;-50.0;70.0;10.0
424;-2.987;-3.599;-1.961;0.363;0.0;-3.053;-3.053;-4.883;-0.956;48.446;50.0;-50.0;70.0;10.0
425;-2.996;-3.599;-1.937;-2.55;0.0;-2.893;-2.893;-4.722;-0.924;48.347;50.0;-50.0;70.0;10.0
426;-3.004;-3.599;-1.911;-1.718;0.0;-2.733;-2.733;-4.562;-0.893;48.248;50.0;-50.0;70.0;10.0
427;-3.013;-3.599;-1.885;-0.469;0.0;-2.574;-2.574;-4.404;-0.862;48.149;50.0;-50.0;70.0;10.0
428;-3.021;-3.599;-1.859;-0.053;0.0;-2.415;-2.415;-4.248;-0.83;48.049;50.0;-50.0;70.0;10.0
429;-3.029;-3.599;-1.832;0.155;0.0;-2.257;-2.257;-4.094;-0.799;47.948;50.0;-50.0;70.0;10.0
430;-3.037;-3.599;-1.804;-1.093;0.0;-2.101;-2.101;-3.942;-0.767;47.848;50.0;-50.0;70.0;10.0
